,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BAU Transmission Connectivity Coefficient (dimensionless),0.0335,0.0353,0.0395,0.0414,0.0440,0.0483,0.0508,0.0520,0.0541,0.0586,0.0605,0.0604,0.0601,0.0595,0.0589,0.0581,0.0598,0.0614,0.0630,0.0645,0.0659,0.0675,0.0688,0.0701,0.0713,0.0730,0.0749,0.0766,0.0782,0.0799,0.0814,0.0830,0.0845,0.0862,0.0878,0.0894,0.0911,0.0927,0.0943,0.0959,0.0975,0.0991,0.1008
