Unit: 2012 $,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Total EE Compensation,2.49E+11,2.67E+11,2.85E+11,2.93E+11,3.03E+11,3.12E+11,3.22E+11,3.33E+11,3.44E+11,3.55E+11,3.67E+11,3.78E+11,3.91E+11,4.03E+11,4.15E+11,4.28E+11,4.41E+11,4.54E+11,4.68E+11,4.81E+11,4.94E+11,5.07E+11,5.20E+11,5.32E+11,5.43E+11,5.54E+11,5.64E+11,5.72E+11,5.79E+11,5.83E+11,5.86E+11,5.87E+11,5.86E+11,5.82E+11,5.77E+11,5.70E+11,5.62E+11,5.55E+11,5.50E+11,5.50E+11,5.56E+11
