Unit: people,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Population,24871679.86,24865375.75,24838810.22,24793996.2,24732629.57,24656129.29,24565674.95,24462241.99,24346634.43,24219515.21,24081434.07,23932853.06,23774169.54,23605736.82,23427882.34,23240923.42,23045180.61,22840988.57,22628704.56,22408714.47,22181436.46,21947322.14,21706855.31,21460548.33,21208935.99,20952567.03,20691993.16,20427755.65,20160369.62,19890305.68,19617969.37,19343678.03,19067635.27,18789903.01,18510371.17,18228724.79,17944408.86,17656590.59,17364119.41,17065484.37,16758769.26
