Unit: people,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Employed Population,10508550.67,10327817.26,10172062.53,10034657.76,9910298.581,9794818.874,9685017.207,9578495.753,9473511.705,9368841.201,9263655.738,9157411.085,9049748.707,8940409.674,8829161.076,8715734.936,8599779.625,8480823.769,8358252.661,8231297.173,8099035.159,7960405.37,7814233.852,7659272.861,7494252.26,7317943.429,7129235.664,6927225.082,6711316.02,6481334.937,6237656.814,5981344.051,5714297.864,5439422.187,5160800.06,4883882.531,4615690.046,4365026.344,4142704.848,3961787.558,3837836.441
