Unit: jobs,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Shanghai,270000,382.4371297,1649.260122,1087.555588,1254.871832,168069.1673,193513.1876,81614.47371,170065.0111,16098.21293,177701.8025,96003.67071,141979.7844,84172.02201,209288.7192,40251.5079,18512.34731,206205.3199,476827.3938,231816.6564,339030.5155,332266.1587,141191.0078,81686.18067,46215.13689,19420.63549,25121.33896,1178575.624,2063101.018,1012110.392,698130.1499,817751.8101,972846.8924,124561.5365,515993.5033,496957.9454,366445.1355,181987.5987,575346.5431,388067.7407,326189.0948,527086.9324
