Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Output,4.25E+09,0.00E+00,7.68E+07,0.00E+00,0,2.88E+10,1.41E+10,6.83E+09,1.50E+10,1.42E+10,4.42E+10,1.55E+10,1.85E+10,9.64E+09,2.19E+10,1.43E+10,1.10E+10,1.71E+10,9.00E+10,3.33E+10,4.19E+10,9.50E+10,2.10E+10,4.88E+09,1.79E+10,5.46E+09,1124230741,9.54E+10,1.29E+11,9.79E+10,2.20E+10,5.91E+10,1.12E+11,1.18E+10,1.28E+11,4.62E+10,3.07E+10,2.54E+10,1.98E+10,2.27E+10,6.72E+09,1.37E+10
