Unit: MW,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Potential Additional Grid Battery Storage Capacity,0,0,0,0,60.94991875,123.3242147,243.799675,643.3766185,941.0086766,1229.855946,1607.366315,2100.755359,2745.592612,3272.700214,3901.003609,4117.383557,4345.765617,4586.81552,4841.235921,5109.768453,5393.195885,5692.344402,6008.086019,6341.341117,6693.08113,7118.669151,7571.318723,8052.750591,8564.794912,9109.398218,9688.630813,10304.69465,10959.93167,11656.83278,12398.04722,12993.44906,13617.44437,14271.40634,14956.77408,15675.05581,16427.83218,17216.75976,18043.57468,18910.09642,19818.23187
