Unit: MW,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BAU Grid Battery Storage Capacity,0,0,0,0,0,0,0,0,295.1916004,440.4880135,602.9403409,691.9758641,781.0113873,870.0469105,959.0824337,1048.117957,1137.15348,1226.189003,1315.224527,1404.26005,1493.295573,1582.331096,1671.366619,1760.402143,1849.437666,1938.473189,2027.508712,2116.544235,2205.579759,2294.615282,2383.650805,2472.686328,2561.721852,2650.757375,2610.115204,2699.150727,2788.18625,2877.221774,2966.257297,3055.29282,3144.328343,3233.363866,3322.39939,3411.434913,3500.470436
