Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Household Expenditures,1.21E+10,0,0,0,0,1.97E+10,8.73E+09,1433183704,2740496456,3344239193,1801804982,632259146.8,754758442.1,225383500.8,126123930,0,0,190986544.8,4247446328,2952263349,131220174.7,2.73E+09,602230994.6,711081406.3,2660287704,1183436705,904103026.9,3629875681,7.91E+09,6.61E+09,1.44E+10,5.16E+09,11664949298,0,2.96E+10,1.36E+10,0,127970949.9,8.38E+09,1.40E+10,1206281447,4.14E+09
