Year,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Potential Additional DR Capacity (MW),0,1324.4,1380,1522.8,1470,1612,1612,1853.8,2095.6,2337.4,2579.2,2821,3022.5,3224,3425.5,3627,3828.5,4030,4231.5,4433,4634.5,4836,5037.5,5239,5440.5,5642,5843.5,6045,6246.5,6448,6649.5,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851
