Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Percent of Consumption that is Domestic Content,0.366849909,0,0.019281059,0,0,0.327150788,0.584806971,0,0.398377589,0.250871303,0.314477402,0.103655161,0.125780691,0.320748639,0.021514252,0.070208392,0,0.206750277,0.692020574,0.193206433,0.350224223,0.317770035,0.023305129,0.522582308,0.769963309,0.988514392,0.357139639,0.834717823,0.508651668,0.630916697,0.071966127,0.63945645,0.850422476,0.380860199,0.724319057,0.466264534,0.531383991,0.657235207,0.724862443,0.562656039,0,0.545229179
