Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Export Share of Production,0.463919664,0.00E+00,0.877838371,0,0,1.131940139,1.975826304,1.310920505,0.823603395,0.268306046,1.009386251,1.009386251,1.009386251,1.284945179,1.347318372,1.511396285,1.511396285,0.9708276,1.460088725,1.103462413,1.109852434,1.029535959,1.029535959,0.928320158,0,0,0,0.378129344,0.775203317,0.746766732,0.931801344,0.620840832,0.125549344,0.560664537,0.520319699,0,8.79E-01,0.199330991,0.247134209,0.18148762,1.402535702,0.058435242
